index,nome,url,especialidade,nota,opinioes,cidade,registro,imagem_url
57,Prof. Jorge Siqueira,https://www.doctoralia.com.br/jorge-siqueira/psicanalista/florianopolis,Psicanalista,5.0,41,Catarina,Certificado apresentado,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/0d69f0/0d69f03f137702cf7928ead8723e4f2c_medium_square.jpg
60,Layla  Camilotto,https://www.doctoralia.com.br/layla-camilotto/psicologo/cuiaba,Psicóloga,5.0,8,Catarina,CRP SC 26334,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/79ba1d04/79ba1d04-5816-4a52-971e-d57dc860a8b2_medium_square.jpg
61,Vinícius Eduardo Martino Fonseca,https://www.doctoralia.com.br/vinicius-eduardo-martino-fonseca/psicologo-psicanalista/florianopolis,Psicólogo,5.0,47,Catarina,06/172931,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/fc5b94/fc5b94ad9e76fdcb1693d6e658d61a18_medium_square.jpg
63,Felipe Da Costa,https://www.doctoralia.com.br/felipe-da-costa/psicologo/caxias-do-sul,Psicólogo,5.0,27,Catarina,CRP RS 07/28933,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/adfaf6/adfaf6fc48dea8a14498eafe1cc7f3b9_medium_square.jpg
66,Alex Kuhn,https://www.doctoralia.com.br/alex-kuhn/psicologo/caxias-do-sul,Psicólogo,5.0,152,Catarina,CRP 07/25961,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/e09522/e09522e3c6f9eb5f464199eea66a3706_medium_square.jpg
67,Manuela Duarte,https://www.doctoralia.com.br/manuela-duarte-2/psicologo/criciuma,Psicóloga,5.0,32,Catarina,CRP 12/27086,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/a67ebb/a67ebb7fdce092a9670fd0eb019d4862_medium_square.jpg
68,Juliana Lopes Lima,https://www.doctoralia.com.br/juliana-lopes-lima/psicologo/florianopolis,Psicóloga,5.0,18,Catarina,CRP 12/26671,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/7db92d90/7db92d90-44a7-4cac-a26e-59c4e95f4291_medium_square.jpg
69,Dr. Ramon Figueroa de Souza Santos,https://www.doctoralia.com.br/ramon-figueroa-de-souza-santos/dentista/florianopolis,Dentista,5.0,273,Catarina,CRO SC 6354,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/039e05/039e05f6fdb9d3c9acf81cc6dcfae2ab_medium_square.jpg
70,André Luiz Bergamin,https://www.doctoralia.com.br/andre-luiz-bergamin/psicologo/passo-fundo,Psicólogo,5.0,7,Catarina,CRP RS 27927,//pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/1d1b7b51/1d1b7b51-96ce-4c62-851e-7c7ccea50cf8_medium_square.jpg
71,Thais Alvim,https://www.doctoralia.com.br/thais-alvim-2/psicologo-psicanalista/balneario-camboriu,Psicóloga,5.0,74,Catarina,CRP 01/13051,//pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/1630163f/1630163f-7785-442a-b734-eb52a182a698_medium_square.jpg
72,João Nicodemos Martins Mânfio,https://www.doctoralia.com.br/joao-nicodemos-martins-manfio/psicologo/joinville,Psicólogo,5.0,12,Catarina,CRP SC 	28325,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/1a84ed5b/1a84ed5b-20b1-40f2-9fc1-4a732b5091fc_medium_square.jpg
75,Felipe Pelisoli,https://www.doctoralia.com.br/felipe-pelisoli/nutricionista/florianopolis,Nutricionista,5.0,44,Catarina,CRN2 19723D,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/29f95cc4/29f95cc4-e8f0-484d-87ba-a7c017a09359_medium_square.jpg
77,Andressa Peron Cella,https://www.doctoralia.com.br/andressa-peron-cella/psicologo/chapeco,Psicóloga,5.0,3,Catarina,CRP SC 27623,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/013a52c5/013a52c5-b5a5-488a-a070-1438bb6bc660_medium_square.jpg
78,Italo Roberto Nunes de Oliveira,https://www.doctoralia.com.br/italo-roberto-nunes-de-oliveira/psicologo/porto-belo,Psicólogo,5.0,19,Catarina,CRP 12/11213,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/e70a80/e70a80de4be5e4af8b64b3c5c8a1282c_medium_square.jpg
81,Dra. Julia Ost Guidi Agrizzi,https://www.doctoralia.com.br/julia-ost-guidi-agrizzi/psicologo/curitiba,Psicóloga,5.0,17,Catarina,CRP 16 8539,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/4cb416/4cb416401c255043f5155926ced74dd6_medium_square.jpg
82,Larissa Ruza,https://www.doctoralia.com.br/larissa-ruza/psicologo/curitiba,Psicóloga,5.0,6,Catarina,CRP SP 06/157739,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/6cbeea3b/6cbeea3b-c757-45e8-80a7-dd527ed18282_medium_square.jpg
84,Bruna Magalhães,https://www.doctoralia.com.br/bruna-magalhaes-2/psicologo-psicanalista/goiania,Psicóloga,5.0,65,Catarina,CRP GO 09/15489,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/56c392d4/56c392d4-8425-4c19-9638-e4317b7521ad_medium_square.jpg
85,Dra. Estéfani Barbosa de Oliveira Medeiros,https://www.doctoralia.com.br/estefani-barbosa-de-oliveira-medeiros/psicologo/frederico-westphalen,Psicóloga,5.0,21,Catarina,CRP 07/32117,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/8c7fc7/8c7fc732f87b226605139c5971c0489a_medium_square.jpg
86,Anair Campestrini de Ávila,https://www.doctoralia.com.br/anair-campestrini-de-avila/terapeuta-complementar/blumenau,Terapeuta complementar,5.0,15,Catarina,Certificado apresentado,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/bf41f2/bf41f25266b855e51e51580059bb8da1_medium_square.jpg
87,Dra. Marlene Sousa Bonelli,https://www.doctoralia.com.br/marlene-sousa-bonelli/psicologo/sao-paulo,Psicóloga,5.0,14,Catarina,CRP SC 007654,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/0b93309c/0b93309c-0e3c-4a60-9b71-2894ae59d48c_medium_square.jpg
88,Dr. Domingos Fernandes,https://www.doctoralia.com.br/domingos-fernandes/psicologo/sao-paulo,Psicólogo,5.0,209,Catarina,CRP 05/54924,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/363790/363790f4648e3f8e801b39dda2ab8a11_medium_square.jpg
89,Prof. Julio  César Silveira,https://www.doctoralia.com.br/julio-cesar-silveira-3/psicologo/tubarao,Psicólogo,5.0,5,Catarina,CRP SC 20156,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/e6bf3670/e6bf3670-3ae7-4711-a688-f92d5c8684e6_medium_square.jpg
92,Clarissa Pereira,https://www.doctoralia.com.br/clarissa-pereira/psicanalista/florianopolis,Psicanalista,5.0,17,Catarina,"""Certificação Verificada""",//pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/8c08f1ca/8c08f1ca-637c-406e-a47f-6d0ca135af93_medium_square.jpg
94,Rafaela Souza,https://www.doctoralia.com.br/rafaela-souza-2/psicologo-psicanalista/balneario-camboriu,Psicóloga,5.0,61,Catarina,CRP 05/64795,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/078bb5/078bb5199a7e5b9f0971f25b7257e4a0_medium_square.jpg
97,Solange Gil,https://www.doctoralia.com.br/solange-gil/psicologo/joinville,Psicóloga,5.0,40,Catarina,CRP SC 12/13744,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/0a6852/0a68520a06f640f0563f2060bb352063_medium_square.jpg
98,Andressa de Borba Emmendorfer Ponciano,https://www.doctoralia.com.br/andressa-de-borba-emmendorfer-ponciano/psicologo/balneario-camboriu,Psicóloga,5.0,12,Catarina,CRP 12/10947,//pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/e92cab5a/e92cab5a-dabc-49a5-90c3-4e7c667a2c57_medium_square.jpg
99,Dra. Maria Luiza de Souza Simões,https://www.doctoralia.com.br/maria-luiza-de-souza-simoes/dentista/florianopolis,Dentista,5.0,22,Catarina,CRO SC 22333,//pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/74122f32/74122f32-9c0b-4a91-a543-934ae8ea9701_medium_square.jpg
100,Dra. Aline Schroeder,https://www.doctoralia.com.br/aline-schroeder/nutricionista/itajai,Nutricionista,5.0,121,Catarina,CRNSC 6847,//pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/0ddc80b0/0ddc80b0-4737-4d8e-9127-d0e2df38f893_medium_square.jpg
101,Vanessa Berger,https://www.doctoralia.com.br/vanessa-berger/psicanalista/itajai,Psicanalista,5.0,3,Catarina,,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/c2a81a06/c2a81a06-76cb-4c56-9e20-31312a1e4fab_medium_square.jpg
102,Alexandre Salina de Freitas,https://www.doctoralia.com.br/alexandre-salina-de-freitas/psicologo/joinville,Psicólogo,5.0,85,Catarina,CRP SC 12/15769,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/9443c2/9443c2fbc72d62063a2695d7a941b75e_medium_square.jpg
105,Maria Goreti Romanio,https://www.doctoralia.com.br/maria-goreti-romanio/psicologo/mafra,Psicóloga,5.0,380,Catarina,CRP SC 12/27203,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/7a466a/7a466a01385be0459bf2cdca74718123_medium_square.jpg
108,Dr. Leonardo da Costa Bernardo,https://www.doctoralia.com.br/leonardo-da-costa-bernardo/psicologo/criciuma,Psicólogo,5.0,25,Catarina,12/25592,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/b34460/b344608d56f85572a2e680aadf2a87c3_medium_square.jpg
109,Letícia Fernandes de Andrade,https://www.doctoralia.com.br/leticia-fernandes-de-andrade/psicologo-psicanalista/florianopolis,Psicóloga,5.0,36,Catarina,CRP 07/20219,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/f26aee/f26aee0a112a9e48dec9ef4f7c261090_medium_square.jpg
112,Dra. Bruna Severo,https://www.doctoralia.com.br/bruna-severo/dentista/florianopolis,Dentista,5.0,335,Catarina,CRO SC 16844,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/a95103/a95103b6359ec94d7edb1e1690bb53ef_medium_square.jpg
113,Cláudia Rios,https://www.doctoralia.com.br/claudia-rios/psicologo-psicanalista/joinville,Psicóloga,5.0,4,Catarina,CRP - 12/18045,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/edaee2/edaee25d215edc62e01aca292db2bd61_medium_square.jpg
117,Fernanda Bortoluzzi,https://www.doctoralia.com.br/fernanda-bortoluzzi/psicologo/brasilia,Psicóloga,5.0,45,Catarina,CRP RS 07-14.916,//pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/7271cae3/7271cae3-3ef9-44ea-9f3d-af5e2c0343a6_medium_square.jpg
118,Dr. Luiz Antônio Marchioni,https://www.doctoralia.com.br/luiz-antonio-marchioni/dentista/porto-alegre,Dentista,5.0,201,Catarina,CRO RS 7135,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/993097/993097b29fcdef03f49abd405f6e942e_medium_square.jpg
119,Marisa Azevedo,https://www.doctoralia.com.br/marisa-azevedo/psicologo/goiania,Psicóloga,5.0,52,Catarina,CRP GO 09/010240,//pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/6df9ec2d/6df9ec2d-6307-4f0c-b5b8-ebacfece27e5_medium_square.jpg
120,Dra. Adriane da Silva Sarmento,https://www.doctoralia.com.br/adriane-da-silva-sarmento-2/psicologo/chapeco,Psicóloga,5.0,7,Catarina,CRP SC 27536,//pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/fae5f82d/fae5f82d-392f-4eed-9483-515596ca325c_medium_square.jpg
121,Micheli Pies,https://www.doctoralia.com.br/micheli-pies/psicologo/cascavel,Psicóloga,5.0,8,Catarina,CRP-08/28912,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/4b122f/4b122f7cb0eb1b4a3f7ff0b0dfd3676b_medium_square.jpg
122,Ana Aparecida Zandoná,https://www.doctoralia.com.br/ana-aparecida-zandona/psicologo-psicanalista/florianopolis,Psicóloga,5.0,16,Catarina,CRP 12 19246,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/38494eda/38494eda-6aae-4bf1-9311-f0e6710bd72a_medium_square.jpg
123,Dianara Andreatta,https://www.doctoralia.com.br/dianara-andreatta/psicologo/caxias-do-sul,Psicóloga,5.0,112,Catarina,CRP 07/28619,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/31aad2/31aad264ce8d6e6c54a8bdb7fa9926f2_medium_square.jpg
124,Roseli  Loock dos Santos,https://www.doctoralia.com.br/roseli-loock-dos-santos/terapeuta-complementar/pomerode,Terapeuta complementar,5.0,9,Catarina,Certificados apresentados,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/6a4f03d2/6a4f03d2-8a4d-4870-9d1a-d51c4f82a347_medium_square.jpg
125,Gisele A. Bach,https://www.doctoralia.com.br/gisele-a-bach/psicologo/rio-do-sul,Psicóloga,5.0,69,Catarina,CRP 12/15909,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/e0fa32/e0fa32fc0bb4738da2cbae29495057bc_medium_square.jpg
126,Flávia Camargo,https://www.doctoralia.com.br/flavia-camargo/psicologo/joinville,Psicóloga,5.0,66,Catarina,CRP 07/16991,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/2351f3/2351f3fc2e0e7447fe37f8771cfa7b23_medium_square.jpg
127,Milena Fiorini,https://www.doctoralia.com.br/milena-fiorini/psicologo/florianopolis,Psicóloga,5.0,38,Catarina,CRP SC 08720,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/0be1d2/0be1d2853bb817f7be89015771a882eb_medium_square.jpg
129,Eduarda França,https://www.doctoralia.com.br/eduarda-franca/psicologo/caxias-do-sul,Psicóloga,5.0,79,Catarina,CRP RS 07/32779,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/cc0f38/cc0f38ed26f2744227556e3c7b4602f6_medium_square.jpg
130,Juliana Avila,https://www.doctoralia.com.br/juliana-avila-2/psicologo/sao-jose,Psicóloga,5.0,16,Catarina,CFP SC 12/21008,https://pixel-p1.s3.sa-east-1.amazonaws.com/doctor/avatar/28f06e9d/28f06e9d-1ad0-42a0-8c8e-ac09c24cae8b_medium_square.jpg
131,Régis Cabral,https://www.doctoralia.com.br/regis-cabral/quiropraxista/florianopolis,Quiropraxista,5.0,76,Catarina,Certificado Apresentado,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/6664c7/6664c76fd14064de34d86037f454df0a_medium_square.jpg
132,Lucrécia Adami Andreazza,https://www.doctoralia.com.br/lucrecia-adami-andreazza/fonoaudiologo/caxias-do-sul,Fonoaudióloga,5.0,42,Catarina,CRFa7-9808,//s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/ee65a6/ee65a6c09ebe4c3de7092845ab438f81_medium_square.jpg
133,Dra. Camila Fonseca de Souza,https://www.doctoralia.com.br/camila-fonseca-de-souza/psicologo/niteroi,Psicóloga,5.0,36,Catarina,CRP SC 19273,https://s3-sa-east-1.amazonaws.com/doctoralia.com.br/doctor/873d6d/873d6d9be3214b630f8f88d4b2a8e589_medium_square.jpg
